"price","trim","isOneOwner","mileage","year","color","fuel","soundSystem","wheelType","displacement"
49.91,"550",FALSE,14.968,2009,"Black","Gasoline","unsp","unsp",5.5
28.9,"550",FALSE,66.4,2007,"Silver","Gasoline","Premium","Alloy",5.5
24.99,"550",FALSE,99.676,2007,"Other","Gasoline","Premium","Alloy",5.5
28.971,"550",FALSE,79.852,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
25.998,"550",FALSE,103.557,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
37.991,"550",FALSE,70.011,2007,"Silver","Gasoline","Premium","Alloy",5.5
27.495,"550",FALSE,109.431,2008,"White","Gasoline","Bose","unsp",5.5
24.9,"550",FALSE,60,2007,"White","Gasoline","unsp","unsp",5.5
36.99,"550",FALSE,66,2007,"Black","Gasoline","Premium","unsp",5.5
26.977,"550",TRUE,90,2007,"Black","Gasoline","unsp","Alloy",5.5
38.89,"550",FALSE,22.537,2008,"White","Gasoline","unsp","Alloy",5.5
20.995,"550",FALSE,88.984,2007,"Black","Gasoline","unsp","unsp",5.5
28.981,"550",FALSE,60.985,2007,"Silver","Gasoline","unsp","Alloy",5.5
26.5,"550",FALSE,62.495,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
28.991,"550",FALSE,88.301,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
32.995,"550",FALSE,72,2008,"White","Gasoline","Harman Kardon","unsp",5.5
27.898,"550",FALSE,91.091,2009,"Black","Gasoline","Harman Kardon","Alloy",5.5
24.883,"550",FALSE,69.479,2007,"Silver","Gasoline","unsp","unsp",5.5
31.999,"550",FALSE,83.457,2007,"Black","Gasoline","unsp","unsp",5.5
18.998,"550",FALSE,89.511,2007,"Silver","Gasoline","unsp","unsp",5.5
33.993,"550",FALSE,81.476,2009,"Black","Gasoline","unsp","unsp",5.5
23.9,"550",FALSE,109.4,2007,"Silver","Gasoline","unsp","Alloy",5.5
26.9,"550",FALSE,121,2007,"Other","Gasoline","unsp","unsp",5.5
18.525,"550",FALSE,124.873,2007,"White","Gasoline","Harman Kardon","unsp",5.5
27.971,"550",FALSE,86.447,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
26.488,"550",FALSE,82.289,2008,"Silver","Gasoline","unsp","unsp",5.5
29.995,"550",FALSE,87.839,2007,"White","Gasoline","unsp","unsp",5.5
21.997,"550",FALSE,96.841,2007,"Other","Gasoline","Premium","unsp",5.5
26.884,"550",FALSE,38.578,2007,"Black","Gasoline","unsp","unsp",5.5
29.995,"550",TRUE,74,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
29.994,"550",FALSE,67.111,2009,"White","Gasoline","Harman Kardon","Alloy",5.5
39,"550",TRUE,9.239,2009,"Black","Gasoline","unsp","unsp",5.5
38.895,"550",FALSE,70.3,2009,"Black","Gasoline","Premium","Alloy",5.5
28.55,"550",FALSE,113.473,2007,"Black","Gasoline","unsp","unsp",5.5
29.988,"550",FALSE,63.748,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
21.885,"550",FALSE,102.9,2007,"Other","Gasoline","unsp","unsp",5.5
34.999,"550",FALSE,62.4,2007,"Black","Gasoline","unsp","unsp",5.5
30.995,"550",FALSE,67.065,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
40.918,"550",FALSE,39.891,2009,"Black","Gasoline","Harman Kardon","Alloy",5.5
36.995,"550",FALSE,38.314,2007,"Black","Gasoline","Premium","unsp",5.5
19.881,"550",TRUE,131.621,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
22.999,"550",FALSE,109,2007,"Silver","Gasoline","Premium","Alloy",5.5
34.999,"550",FALSE,55.28,2008,"Black","Gasoline","Premium","Alloy",5.5
27.495,"550",FALSE,94.7,2008,"Other","Gasoline","Premium","Alloy",5.5
28.95,"Other",TRUE,120.929,2008,"Silver","Gasoline","unsp","Alloy",5.5
49.75,"Other",FALSE,43.394,2009,"Silver","Gasoline","Harman Kardon","Alloy",5.5
34.9,"Other",FALSE,82.794,2008,"Other","Gasoline","unsp","unsp",5.5
44.695,"Other",TRUE,59.597,2008,"Black","Gasoline","Harman Kardon","unsp",6.3
48.995,"Other",FALSE,64.677,2008,"White","Gasoline","unsp","Alloy",6.3
46.999,"550",FALSE,32.467,2011,"White","Gasoline","Premium","Alloy",5.5
42.625,"550",FALSE,28.199,2010,"Silver","Gasoline","Premium","unsp",5.5
52.888,"550",FALSE,30.351,2011,"White","Gasoline","Harman Kardon","Alloy",5.5
58.995,"550",TRUE,20.425,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
43.981,"550",FALSE,40.063,2010,"White","Gasoline","unsp","unsp",5.5
38,"550",FALSE,37.274,2010,"Silver","Gasoline","Harman Kardon","Alloy",5.5
44.999,"550",FALSE,51.066,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
45.9,"550",TRUE,27.942,2010,"White","Gasoline","Harman Kardon","unsp",5.5
39.8,"550",FALSE,59.037,2010,"Black","Gasoline","Premium","unsp",5.5
56.995,"550",FALSE,28.752,2011,"White","Gasoline","Harman Kardon","Alloy",5.5
33.988,"550",FALSE,49.394,2010,"Black","Gasoline","Premium","Alloy",5.5
32.907,"550",FALSE,65.096,2010,"Black","Gasoline","unsp","unsp",5.5
56.971,"550",FALSE,24.922,2011,"Silver","Gasoline","Harman Kardon","Alloy",5.5
45,"550",FALSE,30.714,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
43.9,"550",FALSE,56.801,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
45.994,"550",TRUE,44.726,2010,"Black","Gasoline","unsp","Alloy",5.5
38.999,"550",TRUE,32.886,2011,"Silver","Gasoline","Premium","Alloy",5.5
46.491,"550",FALSE,37.296,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
42.75,"550",TRUE,41.272,2010,"White","Gasoline","Harman Kardon","Alloy",5.5
42.499,"550",TRUE,53.735,2010,"Silver","Gasoline","Harman Kardon","Alloy",5.5
51.995,"550",TRUE,30.325,2010,"Black","Gasoline","unsp","unsp",5.5
56.877,"550",TRUE,27.481,2011,"Silver","Gasoline","unsp","unsp",5.5
47.991,"550",FALSE,59.478,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
50,"550",TRUE,31.223,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
67.9,"550",TRUE,14.186,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
46.995,"550",TRUE,34.842,2012,"Black","Gasoline","unsp","unsp",4.6
66.899,"550",FALSE,9.72,2013,"White","Gasoline","Premium","Alloy",4.6
56.888,"550",TRUE,21.171,2013,"Silver","Gasoline","Premium","unsp",4.6
52.999,"550",FALSE,20.464,2013,"Other","Gasoline","Premium","Alloy",4.6
55.995,"550",TRUE,15.2,2012,"Silver","Gasoline","Harman Kardon","Alloy",4.6
76.895,"550",FALSE,9.018,2013,"Black","Gasoline","unsp","unsp",4.6
62.9,"550",TRUE,18.749,2012,"Silver","Gasoline","Harman Kardon","unsp",4.6
57.99,"550",TRUE,15.763,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
75.8,"550",TRUE,6.983,2013,"Silver","Gasoline","Harman Kardon","Alloy",4.6
52.988,"550",FALSE,35.939,2012,"White","Gasoline","Harman Kardon","Alloy",4.6
65.99,"550",FALSE,15.132,2013,"White","Gasoline","Harman Kardon","unsp",4.6
64,"Other",FALSE,53.5,2011,"Black","Gasoline","Premium","Alloy",5.5
59.986,"Other",FALSE,28.286,2010,"Black","Gasoline","unsp","Alloy",6.3
72.9,"Other",FALSE,38.512,2010,"White","Gasoline","unsp","unsp",6.3
29.833,"550",FALSE,56.087,2008,"Black","Gasoline","unsp","unsp",5.5
43.998,"550",FALSE,33.744,2009,"Other","Gasoline","unsp","unsp",5.5
21.9,"550",FALSE,107,2007,"White","Gasoline","Premium","Alloy",5.5
20.95,"550",FALSE,96.772,2007,"Silver","Gasoline","unsp","unsp",5.5
26.995,"550",TRUE,85.543,2008,"Other","Gasoline","unsp","unsp",5.5
23.999,"550",FALSE,62.72,2007,"Other","Gasoline","unsp","unsp",5.5
30.995,"550",FALSE,65.875,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
24.975,"550",FALSE,78.591,2009,"Black","Gasoline","Premium","Alloy",5.5
33.9,"550",FALSE,61.424,2009,"Black","Gasoline","Premium","Alloy",5.5
28.288,"550",FALSE,48.248,2007,"Black","Gasoline","unsp","unsp",5.5
29.997,"550",TRUE,65.966,2008,"White","Gasoline","Premium","Alloy",5.5
27.995,"550",FALSE,92.08,2007,"Silver","Gasoline","unsp","Alloy",5.5
25.95,"550",FALSE,80.04,2007,"Other","Gasoline","unsp","unsp",5.5
25.985,"550",FALSE,74.912,2007,"White","Gasoline","Harman Kardon","Alloy",5.5
28.98,"550",FALSE,95.293,2007,"White","Gasoline","Harman Kardon","unsp",5.5
32.9,"550",FALSE,39.79,2008,"Other","Gasoline","Premium","Alloy",5.5
24.432,"550",FALSE,82.461,2008,"Black","Gasoline","unsp","Alloy",5.5
24.995,"550",FALSE,61.103,2009,"Other","Gasoline","unsp","unsp",5.5
32.5,"550",TRUE,42.459,2008,"Silver","Gasoline","unsp","Alloy",5.5
23.139,"550",FALSE,95.454,2008,"Silver","Gasoline","Harman Kardon","Alloy",5.5
24.975,"550",FALSE,101.971,2009,"Black","Gasoline","unsp","Alloy",5.5
34.995,"550",FALSE,59.042,2008,"White","Gasoline","Premium","Alloy",5.5
25.98,"550",FALSE,108,2008,"Black","Gasoline","unsp","Alloy",5.5
29.9,"550",FALSE,78.798,2008,"Black","Gasoline","unsp","unsp",5.5
30.495,"550",FALSE,56.91,2009,"Other","Gasoline","unsp","unsp",5.5
33.995,"550",FALSE,43.644,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
37.877,"550",FALSE,64.459,2009,"White","Gasoline","Harman Kardon","unsp",5.5
27.789,"550",FALSE,83.009,2007,"Black","Gasoline","unsp","unsp",5.5
26.85,"550",FALSE,80.02,2008,"Other","Gasoline","Premium","Alloy",5.5
31.991,"550",FALSE,78.341,2008,"Black","Gasoline","Premium","Alloy",5.5
54.995,"Other",FALSE,29.108,2012,"Black","Diesel","unsp","unsp",3
39.555,"Other",FALSE,56.595,2012,"Silver","Diesel","Harman Kardon","Alloy",3
37.995,"Other",TRUE,66.689,2012,"Black","Diesel","Harman Kardon","Alloy",3
46.994,"550",FALSE,36.031,2011,"Black","Gasoline","Premium","Premium",5.5
37.402,"550",TRUE,78.376,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
49.9,"550",TRUE,35.309,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
37.995,"550",FALSE,58.101,2010,"Silver","Gasoline","unsp","unsp",5.5
43.295,"550",FALSE,61.053,2011,"Silver","Gasoline","unsp","unsp",5.5
47.9,"550",FALSE,27.128,2010,"Black","Gasoline","unsp","unsp",5.5
49.95,"550",TRUE,19.488,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
34.89,"550",FALSE,57.363,2010,"Other","Gasoline","Harman Kardon","Alloy",5.5
42.995,"550",FALSE,53.168,2010,"White","Gasoline","unsp","Alloy",5.5
42.999,"550",TRUE,39.315,2011,"Other","Gasoline","unsp","Alloy",5.5
37.999,"550",TRUE,42.571,2011,"Silver","Gasoline","Premium","Alloy",5.5
51.659,"550",FALSE,30.948,2011,"White","Gasoline","unsp","unsp",5.5
51.995,"550",FALSE,38.92,2011,"Other","Gasoline","Premium","unsp",5.5
36,"550",TRUE,61.005,2011,"White","Gasoline","Harman Kardon","unsp",5.5
47.995,"550",TRUE,8.556,2011,"Silver","Gasoline","Harman Kardon","Alloy",5.5
36.99,"550",FALSE,65.174,2010,"Black","Gasoline","unsp","Alloy",5.5
35.49,"550",FALSE,47.413,2010,"Silver","Gasoline","unsp","unsp",5.5
40.935,"550",FALSE,49.725,2011,"Silver","Gasoline","unsp","Alloy",5.5
29.995,"550",FALSE,75.134,2010,"White","Gasoline","unsp","Alloy",5.5
53.8,"550",FALSE,29.15,2011,"Silver","Gasoline","unsp","Alloy",5.5
42.995,"550",TRUE,30.49,2011,"White","Gasoline","unsp","Alloy",5.5
48.995,"550",FALSE,29.129,2011,"Other","Gasoline","unsp","Alloy",5.5
72.99,"550",FALSE,21.845,2012,"Black","Gasoline","Premium","Alloy",4.6
50.995,"550",TRUE,29.301,2013,"Other","Gasoline","Harman Kardon","Alloy",4.6
41.999,"550",TRUE,49.079,2012,"Black","Gasoline","Premium","Alloy",4.6
57.9,"550",FALSE,35.667,2012,"Black","Gasoline","Premium","Alloy",4.6
63.908,"550",TRUE,31.921,2012,"Other","Gasoline","Premium","Alloy",4.6
63.574,"550",TRUE,21.804,2012,"Silver","Gasoline","unsp","unsp",4.6
58.999,"550",FALSE,28.486,2012,"Black","Gasoline","Premium","Alloy",4.6
48.85,"550",FALSE,38.564,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
48.995,"550",FALSE,26.137,2012,"Silver","Gasoline","Premium","Alloy",4.6
67.995,"550",TRUE,28.966,2012,"White","Gasoline","unsp","Alloy",4.6
49.9,"550",FALSE,48.46,2012,"Black","Gasoline","Bang Olufsen","Alloy",4.6
69.998,"550",TRUE,18.018,2012,"Silver","Gasoline","Harman Kardon","Alloy",4.6
56.9,"550",FALSE,27.464,2012,"Silver","Gasoline","Premium","Alloy",4.6
46.995,"550",FALSE,47.916,2013,"Other","Gasoline","unsp","Alloy",4.6
49.999,"550",TRUE,27.366,2012,"Black","Gasoline","Premium","Alloy",4.6
63.995,"550",FALSE,20.397,2012,"Black","Gasoline","unsp","Alloy",4.6
50.999,"550",FALSE,21.873,2013,"Other","Gasoline","Harman Kardon","Alloy",4.6
52.995,"550",TRUE,21.79,2013,"Other","Gasoline","Harman Kardon","Alloy",4.6
49.999,"550",FALSE,24.785,2013,"White","Gasoline","Premium","Alloy",4.6
64.8,"550",FALSE,12.488,2013,"White","Gasoline","Harman Kardon","unsp",4.6
33.985,"Other",FALSE,62.01,2010,"Other","Hybrid","Harman Kardon","Alloy",3.5
59.99,"Other",FALSE,17.765,2013,"Black","Hybrid","Harman Kardon","Alloy",3.5
40.995,"Other",FALSE,40.428,2010,"Black","Hybrid","Harman Kardon","Alloy",3.5
6.998,"Other",FALSE,82.23,1999,"Other","Gasoline","Bose","Alloy",3.2
4.995,"Other",FALSE,134,1997,"Black","Gasoline","unsp","Alloy",3.2
9.995,"Other",FALSE,176.047,1996,"Silver","Gasoline","unsp","unsp",4.2
4.495,"Other",FALSE,194.448,1998,"Silver","Gasoline","unsp","unsp",4.2
7.995,"Other",FALSE,120.701,1998,"Other","Gasoline","Premium","unsp",4.2
3.995,"Other",FALSE,89,1998,"Silver","Gasoline","Bose","Alloy",4.2
4.996,"500",FALSE,199.958,1995,"Other","Gasoline","Premium","Alloy",5
3.995,"500",FALSE,181,1995,"White","Gasoline","unsp","Alloy",5
2.999,"500",FALSE,207.399,1997,"Black","Gasoline","unsp","Alloy",5
7.5,"430",FALSE,205.862,2000,"Other","Gasoline","unsp","Alloy",4.3
10.95,"430",FALSE,109.121,2002,"Other","Gasoline","Premium","Alloy",4.3
10,"430",FALSE,96.584,2002,"White","Gasoline","Premium","unsp",4.3
10.9,"430",FALSE,144.952,2006,"Silver","Gasoline","Bose","unsp",4.3
6.999,"430",FALSE,161.189,2001,"Silver","Gasoline","unsp","unsp",4.3
8.495,"430",FALSE,113.183,2003,"Silver","Gasoline","Premium","Alloy",4.3
12.999,"430",FALSE,101.754,2006,"Other","Gasoline","unsp","unsp",4.3
8.288,"430",FALSE,129.131,2000,"White","Gasoline","unsp","Alloy",4.3
9.5,"430",FALSE,73.302,2001,"Silver","Gasoline","Premium","unsp",4.3
6.995,"430",TRUE,136.329,2002,"Silver","Gasoline","unsp","Alloy",4.3
6.988,"430",FALSE,167,2002,"Black","Gasoline","unsp","Alloy",4.3
8.795,"430",FALSE,96.13,2002,"Other","Gasoline","unsp","unsp",4.3
17.995,"430",FALSE,84.266,2006,"Other","Gasoline","Premium","Alloy",4.3
15,"430",FALSE,77.675,2006,"White","Gasoline","Premium","Alloy",4.3
10.999,"430",FALSE,116.289,2005,"Silver","Gasoline","Premium","Alloy",4.3
8.989,"430",FALSE,189.691,2006,"Silver","Gasoline","Premium","Alloy",4.3
8.85,"430",TRUE,95.711,2002,"Silver","Gasoline","Bose","Alloy",4.3
9.998,"430",FALSE,97.274,2002,"Black","Gasoline","unsp","unsp",4.3
8.65,"430",FALSE,112.835,2000,"Black","Gasoline","Bose","Alloy",4.3
10.9,"430",FALSE,64.257,2001,"White","Gasoline","unsp","Alloy",4.3
8.995,"430",FALSE,144.5,2002,"Silver","Gasoline","unsp","Alloy",4.3
9.995,"430",FALSE,55.975,2000,"White","Gasoline","Premium","Alloy",4.3
4.999,"430",FALSE,174.38,2000,"Silver","Gasoline","unsp","unsp",4.3
9.994,"430",FALSE,102.066,2004,"Other","Gasoline","Premium","Alloy",4.3
17.968,"430",FALSE,54.928,2006,"Other","Gasoline","Bose","Alloy",4.3
13.975,"Other",FALSE,81.836,2004,"Silver","Gasoline","unsp","Alloy",5.4
13.717,"Other",FALSE,99.24,2005,"Silver","Gasoline","unsp","unsp",5.4
23.99,"Other",FALSE,61.797,2005,"Black","Gasoline","unsp","Alloy",5.4
10.995,"Other",FALSE,121.675,2006,"Silver","Gasoline","unsp","unsp",5.4
4.999,"500",FALSE,117.556,2001,"Black","Gasoline","unsp","Alloy",5
16.499,"500",FALSE,76.149,2006,"Other","Gasoline","unsp","unsp",5
5,"500",FALSE,151.402,2000,"Black","Gasoline","unsp","unsp",5
8.495,"500",FALSE,109.16,2000,"Other","Gasoline","unsp","unsp",5
7.5,"500",FALSE,101.165,2002,"Silver","Gasoline","unsp","Alloy",5
7.997,"500",FALSE,140.452,2002,"Black","Gasoline","unsp","Alloy",5
11.995,"500",FALSE,131.543,2003,"Silver","Gasoline","unsp","Alloy",5
10.95,"500",FALSE,141.141,2006,"Silver","Gasoline","unsp","Alloy",5
9.5,"500",FALSE,82.982,2001,"White","Gasoline","Bose","Alloy",5
8.858,"500",FALSE,101.656,2002,"Black","Gasoline","unsp","unsp",5
11.9,"500",FALSE,89.814,2003,"Black","Gasoline","unsp","Alloy",5
8.894,"500",FALSE,71.102,2000,"Silver","Gasoline","unsp","unsp",5
9,"500",FALSE,154,2006,"Silver","Gasoline","unsp","Alloy",5
21.995,"500",FALSE,60.821,2006,"White","Gasoline","unsp","unsp",5
10.9,"500",TRUE,94.249,2001,"Silver","Gasoline","Premium","Alloy",5
7.995,"500",FALSE,137.917,2004,"Other","Gasoline","Premium","unsp",5
8.896,"500",FALSE,88.502,2001,"Silver","Gasoline","unsp","unsp",5
9.88,"500",FALSE,100.8,2001,"Black","Gasoline","Bose","Alloy",5
6.995,"500",FALSE,154.025,2000,"Silver","Gasoline","unsp","unsp",5
12.995,"500",FALSE,59.68,2002,"Silver","Gasoline","Premium","Alloy",5
14.995,"500",FALSE,125.831,2003,"Black","Gasoline","Premium","Alloy",5
19.493,"Other",FALSE,55.313,2004,"Black","Gasoline","Bose","Alloy",5.5
12.995,"Other",FALSE,100.102,2003,"Other","Gasoline","unsp","Alloy",5.5
17,"Other",FALSE,68.782,2005,"Black","Gasoline","Premium","Alloy",5.5
14.95,"Other",FALSE,83.086,2003,"Other","Gasoline","Premium","unsp",5.5
13.988,"Other",FALSE,96.258,2003,"Other","Gasoline","Bose","Alloy",5.5
12.795,"Other",FALSE,105.258,2001,"Silver","Gasoline","unsp","Alloy",5.8
11.279,"Other",TRUE,69.869,2002,"Black","Gasoline","Premium","Alloy",5.8
14.995,"Other",FALSE,88.174,2002,"Black","Gasoline","Bose","Alloy",5.8
9.295,"Other",FALSE,123.42,2001,"Other","Gasoline","unsp","unsp",5.8
10,"430",FALSE,117.819,2004,"Other","Gasoline","unsp","unsp",4.3
14.9,"430",FALSE,118,2006,"Other","Gasoline","Premium","Alloy",4.3
12.985,"430",FALSE,128.946,2006,"Black","Gasoline","Premium","Alloy",4.3
13.995,"430",TRUE,102.215,2006,"Silver","Gasoline","Premium","unsp",4.3
6.995,"430",FALSE,113.378,2003,"Other","Gasoline","Bose","Alloy",4.3
14.995,"500",FALSE,75.984,2004,"Black","Gasoline","unsp","Alloy",5
13.995,"500",FALSE,93.366,2005,"Black","Gasoline","unsp","Alloy",5
9.995,"500",FALSE,159.644,2004,"Black","Gasoline","unsp","Alloy",5
21.995,"500",FALSE,63.281,2006,"Other","Gasoline","unsp","Alloy",5
21.95,"500",FALSE,48.831,2006,"Silver","Gasoline","Harman Kardon","Alloy",5
17.499,"500",FALSE,61.393,2006,"Other","Gasoline","Bose","unsp",5
32.991,"550",TRUE,30.336,2007,"White","Gasoline","Premium","Alloy",5.5
25.833,"550",FALSE,75.875,2007,"Silver","Gasoline","unsp","Alloy",5.5
24.465,"550",FALSE,76.471,2007,"Other","Gasoline","unsp","unsp",5.5
37.991,"550",FALSE,47.719,2007,"Other","Gasoline","unsp","unsp",5.5
29.888,"550",FALSE,41.88,2008,"White","Gasoline","unsp","unsp",5.5
32.945,"550",FALSE,59.025,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
